replicate,network_seed,opinion_seed,producer_assignment_seed,simulation_seed
2397,996987732,202149125,52175683,1853326999
2398,1706487691,580196438,1541791362,422619109
2399,181391304,1064957913,2082066243,2086703351
2400,64397239,1007799305,1079253183,1251906996
2401,648376835,1937178099,493764441,936200761
2402,54392201,1001231836,852784110,345830676
2403,1233593534,1186406764,1759675555,1796537032
2404,1992650441,93540087,291095685,382038416
2405,1433151707,1286075447,603774254,110597948
2406,1255917592,1335562304,1579484948,483891293
2407,106344928,609809445,1581975869,1166172382
2408,774057596,1866848634,1504980164,1341810169
2409,1284846810,956565101,337254711,1373835373
2410,634654651,206266463,429153540,1152667646
2411,1722326926,1938000838,969530354,1150570993
2412,2099304205,1393076192,175735427,2080454355
2413,1343396730,217434489,1669921148,1326031058
2414,1663366827,262640270,2081103104,1615120788
2415,646335156,1491006718,48184168,64991860
2416,334306073,1966554284,978107443,326262694
2417,768099714,1039439171,41516417,515407553
2418,312249832,735943331,1804943785,880349441
2419,1347036484,344727127,180932390,616401415
2420,1729846915,934617181,38895310,516977926
2421,1676937280,492979001,1703883132,1538902985
2422,773858147,1043411818,89066358,725617728
2423,2081147723,1524015528,1589232792,376782458
2424,877854071,820689441,2085550017,1075020634
2425,282683199,722381461,1541965121,991009352
2426,1315065013,1280730630,672130617,432499040
2427,1183598711,2067795041,280869856,1861233344
2428,1713495461,754961039,14043485,1756127326
2429,1270225271,2091233583,1392595121,1058267479
2430,784245805,940409593,1947446772,724494498
2431,591171973,748812843,492910655,868820840
2432,694781303,1532370717,688861773,1408465265
2433,1321918494,906094196,2135511939,1848017125
2434,1948663228,44061654,1147342948,1647735369
2435,77417005,1394442099,259009681,871302158
2436,1050983646,1888485656,1802301987,943448040
2437,127613687,324536996,1824710864,970132030
2438,1162272826,1518435286,1729862177,189697030
2439,514134923,1207007146,1698730228,103111872
2440,1150896126,1077219876,550158122,1396975620
2441,860924346,306690626,1545220934,2116893090
2442,1811829543,1010499677,1653595029,517142139
2443,623328428,1847191297,866450176,942625333
2444,1960809399,1411742619,384125904,1649817224
2445,1341243852,2060140169,1882755171,1870382691
2446,1218170423,748116979,1700031558,1465381688
2447,1381668185,2062636302,1649159201,1503516125
2448,1673582303,42519486,448496643,518664296
2449,1895412575,1211783054,102239023,1372098824
2450,404919147,1178489512,674573319,301621829
2451,109270943,22415545,1129867216,957353072
2452,138574047,550092426,1960053519,1521089140
2453,470786461,46519409,992806240,838953958
2454,623806867,761964828,488968311,499877568
2455,2037757558,1366962539,346508156,1088282818
2456,816961569,1569688783,1066052094,1206711700
2457,449070317,1273842173,291922887,1178100001
2458,1958236931,106205890,1853354520,1025001535
2459,236877962,624908938,1476014664,735615637
2460,365124130,982241336,460231875,1103846156
2461,1989841080,1838557425,567848029,1252936546
2462,976862509,1422152840,2139758561,899483621
2463,1685728274,930435319,1873553564,1255341842
2464,1951281843,205820230,905112871,1237808746
2465,689878286,320594631,1917545602,92119916
2466,33796296,2006522779,1451082610,985142300
2467,1333270224,1148856801,2101597493,1307299833
2468,2089645892,789467262,1885555008,720535765
2469,1072993465,649777767,2080380422,1546393125
2470,991419394,440925694,2082250815,2041083532
2471,1893780240,205060021,1871846429,463503702
2472,1774186874,751954333,2019828487,224192526
2473,2040945193,1860640575,547998084,1527102921
2474,180919848,1569458028,917505270,1493080650
2475,1768535880,2083841956,1979671618,547268432
2476,1224091395,1250124283,454404363,2053219160
2477,1228853074,82580540,215303246,1471637687
2478,446701228,1589557085,237807763,1243754604
2479,669292739,336015629,542358476,1794116203
2480,1669916385,1695739665,1063479226,1420293900
2481,306059080,689667108,411688593,2077094217
2482,1045867583,1683359390,564579016,580356279
2483,1746552470,1709494948,993317747,1809631341
2484,580183907,77304325,1731357578,966766108
2485,1680098703,499873855,1289882076,1543539871
2486,779671748,1883579377,470699407,1893173898
2487,1396775823,599798240,489586354,36741229
2488,863903154,1881573316,788563023,1869204274
2489,1708589402,565292014,1758308638,1279503804
2490,1762850583,1754876708,1521469030,405498903
2491,546018758,1523917582,1605003792,1950667040
2492,1113094307,188563774,1932968040,104720202
2493,2000396762,1718819197,42368775,286742480
2494,1238690896,901541059,1304013208,1816841213
2495,1654711823,209000023,786256875,1311866179
2496,809826520,1804111095,327418381,2026114333
2497,431346112,1572455028,1686498399,1118789592
2498,1917388443,1941499457,1831851770,2053860909
2499,1969978245,525253462,935837436,67186075
2500,1479460841,2064397709,945795025,851165844
2501,1213153859,630585978,1993438331,1164357476
2502,1948655197,1269021961,340332119,683895291
2503,407373850,1395939457,273875409,189944576
2504,1191325688,2042043069,903323348,1721835571
2505,454124618,1032472906,1967037998,1724332846
2506,1740574735,1808202635,1686932529,1460547388
2507,1594013608,29009223,408129968,1114184418
2508,78005423,1627731719,1208874048,565141772
2509,619534237,880645812,1366202482,1252831468
2510,2026551789,2078453790,1523466380,498918563
2511,1249968914,1535116989,1927458028,1943734869
2512,1366031567,934713840,368088160,1392883370
2513,353450925,748120876,1757615120,462488677
2514,102494943,1075268746,1307355906,607610993
2515,1956804887,1171991511,1536348959,1651447013
2516,346947983,1473681126,1757488060,671883112
2517,1938825360,1678712005,95812435,780921106
2518,261180137,875359937,1433512232,1655105916
2519,1763933090,1209985263,627964773,948384565
2520,36296933,704313332,1574562789,823410490
2521,1569500701,904696071,39546700,960091272
2522,313613801,643487737,962511064,1284843301
2523,727712981,1317058187,1058559851,897319649
2524,1438794909,1749441701,917284278,2056824587
2525,461630898,418071634,566839220,1727348640
2526,1003039640,308721494,2028452011,1747342528
2527,1916007130,2024875993,313538186,1817211582
2528,1189450948,1267045946,782084364,525072465
2529,199466350,1454678789,1996350186,1515493334
2530,2117711594,1572759910,152298591,266673937
2531,694974235,675781675,1589399543,919685592
2532,175193507,1073637850,666519171,1086853778
2533,2034431203,655003930,1963073724,962925441
2534,1004889447,649733372,1327057407,453348166
2535,2122474763,734940043,1801009141,1198898380
2536,1681980586,1789060253,1525512462,2052495508
2537,1844365201,1111856143,375348221,1224008147
2538,2082128986,483851944,1284174282,608915521
2539,2143229305,1213330724,1693729082,1577497284
2540,1485218422,1390704790,144775012,1890970483
2541,440447219,1766664772,1696517820,1977073313
2542,91714019,435340916,1357109857,1823633307
2543,454606256,474705250,483535183,2144809295
2544,774113207,2100060135,977277107,1415914317
2545,147410644,881177713,537371370,453198313
2546,1259789716,389580533,247649961,960555925
2547,1051268291,1646126679,163932293,249827771
2548,1819848624,65913614,464110787,941600316
2549,1134343697,2075215178,164784530,15249382
2550,758197508,1592713421,938013682,890736972
2551,1040699924,107411605,1372226127,1330243925
2552,1585239263,463344316,2012182658,2026613240
2553,1350938766,626148368,658000777,293990569
2554,1631699164,2091758003,1695007486,629174595
2555,1220305794,676975982,1304999311,411559138
2556,1749132025,35649124,1574415041,1575240528
2557,1114411540,354462566,200753699,108328571
2558,161165866,1122962139,31314639,332443225
2559,1787485038,163102007,384592421,1749403120
2560,745735365,1907408504,1241970003,970078979
2561,1240348854,1643233603,1964133646,158275605
2562,634419633,1065403733,318606762,91435875
2563,844086604,1067839060,1491378264,96668826
2564,1807850895,1574072983,403000851,1554466758
2565,654123226,860518245,768762186,708391431
2566,944251060,1463203050,1408443799,1606069631
2567,1907637963,91926730,1465453848,872956210
2568,1907043426,186820956,398416306,1736929571
2569,1551461011,266724216,83265928,290725845
2570,43671339,1995973333,439678810,320541231
2571,1290612772,2007851795,525375025,1034678474
2572,702457201,2009110430,370616875,72440350
2573,202019783,2096534384,680523899,402914935
2574,1626554573,1239118681,234299306,1271991775
2575,9777136,2012983899,1721315722,652389439
2576,918317967,734148027,1450043825,1651652850
2577,633610133,2042318372,391784914,1214267838
2578,340573931,162583589,177394184,1949986831
2579,1392779819,1974347573,1544359683,907958195
2580,30520730,1255859734,948663890,2047838166
2581,965760523,553033940,1331214839,1782604125
2582,1651583311,269478192,54813006,1408756391
2583,1830679307,1603993921,1481889933,399573502
2584,809347769,1971722509,1913692914,233703551
2585,1847467356,427536452,1053437055,1194156867
2586,1779357681,1816478332,1850491333,1350566849
2587,1295104727,1215699338,1551857422,243429930
2588,712318631,1994974798,1851681357,895501491
2589,1322113360,1851592262,1061776056,113642472
2590,644801723,1770499409,1250351495,198272719
2591,626080840,82404829,428335849,1055340227
2592,648955565,2124719210,258397414,1519181515
2593,1943248304,1242331255,136079788,522929564
2594,1014804927,161094164,1169208268,1418377535
2595,1339540700,1772903489,180130916,714871869
2596,155125955,1574191348,607824180,1506140702
2597,154154432,1167132709,617667099,917930356
2598,1592236394,1469890143,1212298211,517744653
2599,2022571679,909051298,2144678885,1841126106
2600,260386157,1894117405,2006003263,1619645915
2601,1363750369,666786827,1525662848,197860360
2602,1748115860,1691684443,2102840239,345434294
2603,866356011,609482250,1956763298,239182777
2604,2144320412,1592461580,1091366618,1579281002
2605,212959237,2058938129,1928763749,308830567
2606,241520803,66473582,1592585305,1794193639
2607,97113356,142478873,1053810962,875255737
2608,1336033954,399002666,1953668076,1669926439
2609,1849906706,1429892739,2091499398,695938172
2610,409025218,1889826741,774075984,154291239
2611,2018314207,1695363133,42108111,789774563
2612,1168525445,1406534267,693000478,700165129
2613,79790957,150610438,957669139,1784798588
2614,1991969901,919774964,954986455,1047495687
2615,691182141,1214933249,1447302666,933403157
2616,1333843083,78375829,1286950857,883423510
2617,694841806,1825058456,615242665,1315782535
2618,264203686,781867711,474458472,1437097933
2619,1177726701,1664623619,599216742,1741817565
2620,1905489471,693270385,1440808740,1306124234
2621,1549051787,1879012943,1805778480,1955019671
2622,1624681800,1022774734,210190747,1636274629
2623,630145137,1512943794,2097134937,402537130
2624,554328525,428183372,1374168870,1650435856
2625,491408974,1337073559,44908002,928447762
2626,1868994866,915529613,1249713528,1729569636
2627,350066163,915122917,1261403424,382065488
2628,43574638,1809263547,899170154,136456393
2629,1052367908,1188087651,1820922212,28112743
2630,242486096,61684928,1065989097,376877058
2631,316590158,1675087181,1645023927,1722321178
2632,1822279842,48351667,1041891292,1379414804
2633,1039286825,1682915353,253297155,1992907174
2634,1059545807,1760875823,15628746,929270293
2635,1057449434,1042391766,1598604667,1972951916
2636,481144515,1113927922,1652014528,1894368144
2637,2019746010,1217399630,1651837628,1434617015
2638,382209927,1879549572,2144561331,1647216825
2639,695677415,464682658,544241924,403487123
2640,548980635,1427760919,1903475556,1204467452
2641,2001277829,862504906,332914684,345779929
2642,356239481,781384210,1247780380,165836469
2643,1385155089,102537586,950095266,264744820
2644,382766599,2062434466,1082123837,1975129551
2645,1227784394,949329585,358542340,99323902
2646,1052397308,2026512943,1390991841,659680538
2647,1590631694,90412372,1227391594,1264886183
2648,1815996722,990605398,907334582,855525960
2649,740225603,1557602704,1831375804,1168345733
2650,1741682908,1088186627,1924743114,1749011624
2651,2700043,2098110666,1416178451,1234446700
2652,390313261,1735458329,1861110988,1957746839
2653,834278023,1221861741,522853487,2130578150
2654,706868477,324701431,74506464,202462066
2655,1270756406,748331770,366917208,858586935
2656,1440394140,28731817,556534957,1249227337
2657,645343366,559773156,1531858929,1634807379
2658,613885667,130478393,120324821,1614546574
2659,2140729667,2033834767,1032499133,1232739542
2660,2018915346,454175834,664943969,1699810472
2661,1513118532,1683631317,128428685,1587116575
2662,529272096,1033850429,1634457652,987846738
2663,127988270,1396773713,1537016601,1073974945
2664,2101645089,1043803265,223933914,1250472759
2665,60386261,433198565,691971451,1291333455
2666,1072803526,1683594316,1291528722,1363667086
2667,977754211,385649570,142933925,1213120420
2668,714675767,1501853331,1721119644,302089391
2669,1170877770,1448122175,217020990,512241586
2670,272746362,188608490,1892777930,472528073
2671,528487406,1370542591,670313639,1275823007
2672,2121563990,520799378,1292091760,964842139
2673,33304458,115069131,1655307873,1563548698
2674,882919934,699143457,658784795,1951860359
2675,137982058,1528260882,961057547,963326784
2676,26086676,219767220,2101807860,1244497607
2677,901767843,596565387,825632323,131054360
2678,2073037965,842509891,114958055,825228537
2679,118132504,696022110,223972072,1832790461
2680,20268445,1564259180,1633583535,472153408
2681,1050587086,1175889312,1249094096,99663356
2682,749638230,1530419672,1062972243,1966704297
2683,726839803,1606726101,816619267,295001622
2684,1481049495,210758050,2090742844,1794288447
2685,1890946227,913924940,682510248,1281053992
2686,1191396363,2018051808,1420577124,303290371
2687,1654070057,1102221289,1284175180,2073754918
2688,199276573,776862193,226604521,429989725
2689,1361635070,575886511,802726434,1398035218
2690,1358711562,274361670,1389491971,2130428693
2691,1855480314,351544209,714788942,977825174
2692,775031592,1945500618,771983445,1231203282
2693,1873484952,1040615527,236982688,1654492371
2694,1334833922,378991589,1280472017,233273123
2695,1602997117,745111901,2067784261,1662605113
2696,1523473917,962493755,1975114640,1992141788
2697,460496504,708616465,1296932408,881211866
2698,563512671,128008810,176135125,1537201984
2699,1101299887,1370826675,1228858012,813182370
2700,1565785434,726409937,2044700411,1935149434
2701,1789832110,1726419234,456608179,157956883
2702,1307108052,295826248,453148376,2093906250
2703,364193740,1753370116,121341951,1886811589
2704,2097793749,2011907444,1498772777,1597318049
2705,883997123,364616864,686514360,2065387683
2706,1403094900,1783437652,1683635785,1212087937
2707,1001080973,1353999410,988156858,1273531249
2708,749348587,1691897561,1441148004,349591942
2709,53191886,1084419640,808848483,1786533755
2710,334750003,1891253768,1533537434,10176915
2711,506123245,968621141,722016797,169732425
2712,317962234,310184074,1274871664,530770165
2713,1026254462,469614659,1372151625,1585650992
2714,1864429989,556630814,1508193894,201570300
2715,1209086283,2006090359,2095836710,820306720
2716,1254181794,1388864564,1192201352,1830848124
2717,529973939,1547297548,477313597,884279159
2718,591524804,832894251,10373564,820754294
2719,1027723123,480495466,1699567369,2125908031
2720,1074586607,916381632,1868947580,1252311891
2721,892008013,420263723,1432220354,1082895346
2722,1971678629,1183782376,758425983,88130682
2723,148491993,1716301250,1727222733,268312208
2724,1199455942,26670252,190647144,418694159
2725,1419268585,645472435,1028075574,624661541
2726,786327963,701691942,1914768040,1044927231
2727,1025571183,96187583,5082483,434735622
2728,581740058,1828378077,2024906750,1483806546
2729,1697438740,240164839,136797076,1654921997
2730,558865995,862014392,1329468473,2017762599
2731,41099925,1886689991,213907689,1271329420
2732,112870691,2136210957,1755257580,954454041
2733,1198246625,257725690,39835159,1106035957
2734,947318138,2141215652,632244109,2017108851
2735,947415549,1668064475,680652306,441660676
2736,316958823,447745933,1232571900,297370335
2737,479538165,1380755129,51831063,1887082990
2738,2062317390,1754850962,700806341,265089631
2739,1169485998,1542795665,1715717466,382075867
2740,1277095836,395431255,49417473,1535595362
2741,32781249,1170578669,70439227,645271072
2742,380787143,1382910843,1400616757,1959918014
2743,1897331708,6445988,1124102926,1082143949
2744,1955441928,998494829,468540782,1270637419
2745,1498085790,1226917594,1106035717,598537716
2746,20549179,996309858,907463172,723633830
2747,1966993734,2058808140,493962899,2039554531
2748,1562550844,2058836609,1739929884,1093112860
2749,1045135189,523131789,335758892,1281558894
2750,539567224,671369521,2118802323,68009161
2751,2071813262,1384710037,1317902017,1117013731
2752,1150676942,456075534,1812353402,955767029
2753,1438736789,1481378242,1999627401,1474362145
2754,2024784465,1285404749,193312,372111751
2755,1149175544,1607818307,1944499767,1351408753
2756,267898943,1326419350,685179235,922642512
2757,1297836976,47541629,1689339007,1381929522
2758,1599321837,591422254,736448358,426003843
2759,1298141548,1045782939,1389028340,1386794208
2760,1215556119,459483573,1763511623,200679500
2761,743196382,1959425032,1585239362,557802550
2762,2080774730,129323145,1860408347,733677719
2763,785151709,377256103,1316523690,444986640
2764,256388889,2098236347,75257159,1844408129
2765,340065106,66738168,1939995486,2072911969
2766,998001677,68143684,758526411,554028309
2767,850518602,615344634,1354286842,2143656651
2768,2074456804,228543175,1870807497,1897417715
2769,800628536,426678995,1974033815,1778546732
2770,852457122,594880473,396107818,661392114
2771,437700275,423395556,726331277,510603121
2772,211265887,23897055,1664986374,699796653
2773,20595201,373147049,1968654878,1276254243
2774,1358271422,735414980,1299105552,1146426922
2775,1289522946,213358128,1956980837,1505961627
2776,347777741,1806482315,1555094256,1291768803
2777,826287168,1153699322,577537510,1522981845
2778,155106762,113477855,1766648611,597848007
2779,35189097,576668122,1143283753,84755506
2780,649248624,337778141,1692771316,872444774
2781,445077987,736472350,421201065,500006173
2782,1917809654,1715912688,1863055975,1500455969
2783,941765045,887604849,704075315,764661113
2784,896896799,30315338,803731470,530418690
2785,232075121,1023487090,500649131,384892449
2786,1283818809,1212849760,1871127904,1980459162
2787,1773437377,1021810777,1700897654,1600240339
2788,595105297,1218890051,451169044,1680210376
2789,1467168142,303831733,2060885789,80322474
2790,699617385,1730360924,1792384027,1804843139
2791,4721598,2083191983,1686672046,638018052
2792,994650288,163844019,331279976,1982752136
2793,406005065,216237968,1356409470,341285172
2794,173074344,805356061,1112029534,2055844882
2795,1308797740,631792286,752128163,110055670
2796,164233711,1964483184,1436523637,2121534523
2797,840745908,1750955464,1382338737,1797099540
2798,242998282,2080174165,226114596,934992283
2799,258155884,1049938312,43579118,889989285
2800,475046195,1679476064,564432631,836456138
2801,1387542237,386419361,1107744476,687874740
2802,1600170988,596900810,1305207230,1583461011
2803,589203995,817838186,821039489,228693922
2804,1774930113,274253042,1884653541,618116086
2805,1915188402,42956137,1048342183,232789619
2806,1971726576,36105871,917193161,260461617
2807,944324048,1347340662,381828687,72384923
2808,372068790,1543820756,970595186,4109828
2809,1654493977,1419601941,89226084,1485582202
2810,427156084,1850450527,666028278,1384232734
2811,237993562,1953911279,407221793,1209436407
2812,611398393,1315014423,587070121,198963556
2813,1659601589,1041087863,873240672,587971862
2814,596778354,340455468,489376499,1414167598
2815,1982750492,1391172364,1011632011,624696450
2816,407659004,1581332089,1213291312,1055884033
2817,791111745,704826750,210922828,850201875
2818,1440105244,858043814,160176631,1957211616
2819,777997972,838972361,423433919,2001118791
2820,187331330,1949996691,2111977709,888582214
2821,505682705,278745140,1903400430,1418718828
2822,1472613792,898629009,1073484280,900322083
2823,313351562,466248697,1917827276,1997228260
2824,1737097304,2006601180,1201782919,255310037
2825,1152401019,1687317497,233380262,1792018647
2826,1013338970,875664834,1506979372,1264702865
2827,1910139117,1678248605,1048392453,1693361706
2828,2087125584,1575902227,40976612,252515888
2829,100083470,585030449,635276365,1326672292
2830,1324078005,1849139956,492924843,1304930151
2831,137720016,1429972187,1816570098,1105614472
2832,1735342908,1704010565,918370386,1870186757
2833,1197344448,2105461043,2067552092,568427416
2834,1093485211,1436221576,1742771697,1425736727
2835,1295961961,706706647,971959493,497294318
2836,1246647151,745217531,569255952,1709116618
2837,1426624076,1153516257,89748098,77908075
2838,494600287,56888505,2141765537,414442656
2839,1115129400,400652776,1614041302,1865386394
2840,1528223799,766269744,1118422768,1536239048
2841,1856444460,1016955582,312918229,1554857499
2842,1040229959,661010578,925263335,2136769378
2843,1289184589,102201712,620570429,304790501
2844,372540842,358367740,604844930,526069623
2845,986730257,1080765351,1860389046,1473993044
2846,2022666776,961326170,160421596,505365995
2847,537330693,701975669,988061028,1926770052
2848,406863786,1176019255,596494053,397726483
2849,1509938088,1313854574,13950543,1189006925
2850,2062713014,1607515619,346892451,1255420179
2851,1682943387,1861675230,796447747,234423094
2852,706881023,1264661578,2131047993,1883003965
2853,1343512205,322910999,1787408099,700443551
2854,621897478,483724676,257606704,1961847492
2855,661020776,868193290,591669025,1676926987
2856,831138756,1830518968,1603062153,1173783817
2857,1477737852,1529312509,466620698,1614453628
2858,2113674642,1312810281,580023120,474278461
2859,72521038,1923561544,567172106,1300134939
2860,1646218517,108592713,42958610,158007450
2861,1240865364,307404470,1272110590,409349315
2862,137593983,1636046618,1976552581,1523091917
2863,2081095483,1689853607,691465587,537851526
2864,889663559,886829822,1911858512,856769387
2865,1861560683,1453209324,1767549736,1267881153
2866,585059682,1328300516,609452427,1650377758
2867,19208878,585509776,1586172817,425795364
2868,1238493460,17926903,2015569183,1299531136
2869,1938301444,1698075063,433435507,1388498347
2870,2032401390,1163116987,150486670,1099557500
2871,1982233109,1601842875,497266957,845926895
2872,1983797528,355688970,2097021976,2017684489
2873,1459874615,981401251,1434866016,1733216312
2874,1473028383,163978632,191300996,1447394126
2875,1703881905,1310052435,1339217755,368478278
2876,1856881026,447940992,1670241130,372090833
2877,1966505350,1228631767,519945141,51858679
2878,1366289278,1518686164,1326524985,1795629591
2879,848612490,841090260,1934533129,131232760
2880,609484458,2093029684,423187116,396118106
2881,1066171257,1887740710,1918100101,1074031391
2882,1412228882,444911713,1444552395,1809281574
2883,1758714448,1751726502,1691987146,1680042096
2884,1198865975,658408040,591481531,432774769
2885,1123271700,2107794045,1303992784,1196896304
2886,162260921,1093578146,970316532,544921029
2887,421537562,2106110310,1834106591,1498338917
2888,1386327630,1914759528,1328750976,203194249
2889,74334863,1857047537,1183327670,467731866
2890,1178619184,1458358459,803672644,1477478750
2891,157862529,675337536,788111059,1279207439
2892,307854150,1385159504,1678321588,1264497341
2893,1332518193,2108833065,700308695,1638908646
2894,1152665484,936213163,2480224,217779438
2895,1238654263,1169990794,842667296,1741964223
2896,2111894285,632398523,528721940,1955260764
2897,1657913092,1514516939,1672924659,2076906214
2898,2056395321,499109718,828278917,1623710062
2899,1839199442,541900769,1680004452,1172580755
2900,1233818422,220848937,1129796599,469010062
2901,1194408254,1707110350,1694296901,964093668
2902,1378888064,2034503203,1609856612,1069573623
2903,601498064,1247862421,1836075791,1106356253
2904,1523968910,1796578220,605447000,1109913014
2905,158314771,814798633,576428552,1042126448
2906,1369743829,1816579694,1623314513,1111507020
2907,451936421,1655332508,1539084270,818519133
2908,159819289,856540718,339887300,1836756294
2909,1860730860,969189362,87644261,1733704325
2910,1608256931,1822077282,1659107594,1048515305
2911,2018010511,2075635505,794506396,1523923009
2912,1781964740,7662183,1487854128,799495881
2913,1176648721,283835318,154526352,1697432386
2914,777745653,465431092,516583420,416822771
2915,2050109582,2047522769,1771993240,862766614
2916,323625031,27610541,1709161213,943769073
2917,1693408791,157735737,2046426780,134219853
2918,670926102,1786354261,725247348,392947284
2919,506826371,1554070175,307150015,360631441
2920,1250190201,650608181,1238876254,1171749145
2921,299033962,1498777868,1223693631,373038919
2922,1790561309,570862119,544066291,556732013
2923,1355869087,1649163863,1730631022,1657023023
2924,1296304011,1648179127,883189187,2077497684
2925,2050121007,1905582554,1832175216,805764142
2926,938855946,255686369,1716635410,1586819441
2927,343829353,1571718232,964369400,190099564
2928,15723245,1710838984,1861581014,1584886334
2929,133017735,201278022,2006321090,931961031
2930,1299157593,1797840574,1367167565,1166247830
2931,1945591412,1242354676,2039762895,1807490741
2932,1794871001,104215922,745347642,1611586101
2933,359385077,1593138946,555545153,632417828
2934,441535811,246426287,1578995150,99233795
2935,1466835041,840238804,1578568817,872286417
2936,2043146373,1405356195,1347088614,375730774
2937,735097514,71839620,1472930257,22936304
2938,1755283913,1369652790,873678189,491358826
2939,791579519,135603887,1136598215,1633101048
2940,873620366,196702346,331591212,1477296370
2941,943527828,1784755798,199022195,203536661
2942,182767141,937171398,1394666485,188441372
2943,1362516993,380163126,1453892481,501463732
2944,369572878,879328531,315131602,1739427746
2945,1185928324,992183267,646019691,1805582653
2946,1649919364,1680962520,645866001,916996906
2947,1103883109,1183389556,1757249814,1652930581
2948,1835185385,1683730480,2075657500,307815604
2949,1498130331,989632846,488091422,953442721
2950,398601340,855627923,1353828576,2055858324
2951,779850132,743210182,1980404479,369019303
2952,1241355206,546340436,108606809,1469973501
2953,74506461,25597194,523210994,1910100300
2954,366439670,1238991039,486932174,171564077
2955,1668347717,1320294653,1059595022,1370233589
2956,1004962249,753014457,34965811,11168898
2957,1837367864,901584668,2137451838,65801235
2958,481465967,1931110100,1934127244,493073272
2959,679631025,2034453432,767100050,963830098
2960,261292623,1790676900,1227704101,1272944541
2961,1415094078,1228480760,1744810150,1534843504
2962,534020567,1188447989,516750595,1025406159
2963,1860477613,1142391617,775804667,804289593
2964,1662543213,2009251980,411169814,896522684
2965,2113933312,181266675,1151881641,1173021860
2966,64820762,597546396,1624116516,1521704640
2967,1939199476,613072290,1705543396,1887609627
2968,2014752272,1732791580,2060879582,1369039489
2969,1774063601,2031435411,715214488,21400291
2970,904597782,1700351400,1015996529,1795268220
2971,422743324,734802631,2146043016,481828743
2972,502069351,1007431104,1756342670,2144644628
2973,1292949310,927809900,588972297,144160900
2974,1775529345,1362998255,1539240195,1104812473
2975,2052562759,767922492,1411181986,1749685816
2976,437060959,268374199,2130322774,71241502
2977,2135825150,1550173056,1547276378,1079756034
2978,1421277619,1776512379,1970931172,2099655115
2979,96643925,1816831881,980538166,1836949276
2980,1805734635,1503579925,1771831248,525833426
2981,1395589723,1351332125,1006939158,1689683949
2982,109144608,1964084257,2145942194,495776787
2983,1844585466,239264049,1568906042,561722279
2984,1173490070,1354487486,1650612724,491963197
2985,761942846,1796822592,1880506244,123989585
2986,1568685252,1019484282,345657775,1442797380
2987,487390559,316223573,1422248498,557623356
2988,233521811,493866226,732540357,1257146370
2989,1824978731,2062046379,1903586960,1572576350
2990,1051506347,1011819536,1650842742,453010009
2991,662075860,2080131234,546611977,1773630002
2992,1429949536,1180753166,1775582900,1380736198
2993,1552244355,876920921,765437062,1413886742
2994,937248945,956287168,101528870,1348672234
2995,82013741,757718081,1478084213,1421299221
2996,890892811,626571900,2051342303,1010666329
2997,1658159657,1386722077,295824463,851583145
2998,1440038951,1008284892,132389089,1117238586
2999,1984252610,36517604,1465794519,302576036
3000,456538936,582549455,431246575,1520692756
3001,1033327197,496098570,369541639,1393517791
3002,1400908408,1595046030,289163610,1967945461
3003,1793421576,1162162333,349873076,1422267005
3004,620766012,1529221449,919938774,239211270
3005,370470105,217308717,374149145,1967391208
3006,250157005,144588360,1549242374,349998023
3007,663529368,1052564138,1491137045,928647150
3008,1071134144,395986551,100089034,161017600
3009,1519300209,614154396,1179885930,1079669830
3010,592175265,714337102,2033593791,2056849211
3011,1341908063,394810630,526076824,582860386
3012,2132163644,272594362,1548360730,874170079
3013,941431949,224719338,324533589,701125101
3014,473932338,1457266412,1599375967,331767604
3015,842658568,2055986095,714477452,1710275113
3016,1051587730,350384950,609860891,1452301263
3017,1330436960,483038277,1332269925,942818814
3018,275914631,1258909172,932402249,1018035142
3019,1548849553,1640041660,347796797,1037863011
3020,2008437889,1466649272,956978953,921009353
3021,2033176253,795085787,186751598,2078639953
3022,79246292,1299334159,1094904736,789100540
3023,1050884109,952251073,1880797729,1462001487
3024,872402162,1996389864,1435441266,2120661697
3025,385991126,1400315360,1313240446,1251926296
3026,1171950623,59205353,1570125265,1558579746
3027,1422907489,1600826272,591223742,427406972
3028,1540924042,448173973,438943517,1373580500
3029,1031646278,1765204633,1989464345,723801788
3030,594128524,246292084,207893494,1053965777
3031,726868204,1765171124,1030952883,554637013
3032,1370599005,1101618197,1223502925,1507360481
3033,621267249,1343745660,1754163447,791512071
3034,429179029,6073288,35032828,1937816446
3035,1002661482,1715610391,108010120,839766829
3036,1019939840,1905433066,1321719760,881853973
3037,4596971,1160836238,1731330873,723717419
3038,2116598626,2049037726,1398974575,1103657933
3039,249755841,143713802,1169713257,91415211
3040,1210061851,1289439112,318534479,413489604
3041,493829645,1081443473,4825164,599785956
3042,1165412160,67036497,1347016062,1779030911
3043,2030981321,1467774563,2077472498,935119071
3044,868204342,831599240,297183064,159421095
3045,1444742508,1298232877,1651972297,819866750
3046,904092821,719366288,1238835502,1118099304
3047,1472193529,1081131201,1968771342,780070133
3048,259190763,1081482594,165618440,1571297038
3049,1688074744,587532154,1887702983,1789489872
3050,1558989196,651740500,944667443,2084527665
3051,379604170,343864072,1498627204,1195408051
3052,453265193,999549283,944275524,2040521339
3053,978207375,2101098476,1288050658,1059951889
3054,1398784477,1632512240,1928411577,1406358173
3055,2101578180,1375965742,248213851,542554261
3056,1899028443,878307147,209987867,255593621
